,actual,cleared,data_year,offense,ori,state_abbr,agency_name,county_name
2550,0,0,2017,homicide,NJ0081300,NJ,Newfield Police Department,GLOUCESTER
2551,1,1,2017,homicide,NJ0081400,NJ,Paulsboro Police Department,GLOUCESTER
2552,0,0,2017,homicide,NJ0081500,NJ,Pitman Police Department,GLOUCESTER
2553,0,0,2017,homicide,NJ0081600,NJ,South Harrison Township Police Department,GLOUCESTER
2554,0,1,2017,homicide,NJ0081700,NJ,Swedesboro Police Department,GLOUCESTER
2555,0,0,2017,homicide,NJ0081800,NJ,"Washington Township, Gloucester County Police Department",GLOUCESTER
2556,0,0,2017,homicide,NJ0081900,NJ,Wenonah Police Department,GLOUCESTER
2557,0,0,2017,homicide,NJ0082000,NJ,West Deptford Township Police Department,GLOUCESTER
2558,0,0,2017,homicide,NJ0082100,NJ,Westville Police Department,GLOUCESTER
2559,1,0,2017,homicide,NJ0082200,NJ,Woodbury Police Department,GLOUCESTER
2560,0,0,2017,homicide,NJ002SP00,NJ,State Police: Bergen County,BERGEN
2561,0,0,2017,homicide,NJ0030200,NJ,Beverly Police Department,BURLINGTON
2562,0,0,2017,homicide,NJ0030300,NJ,Bordentown Police Department,BURLINGTON
2563,0,0,2017,homicide,NJ0030400,NJ,Bordentown Township Police Department,BURLINGTON
2564,2,1,2017,homicide,NJ0030500,NJ,Burlington Police Department,BURLINGTON
2565,1,1,2017,homicide,NJ0030600,NJ,Burlington Township Police Department,BURLINGTON
2566,0,0,2017,homicide,NJ0030700,NJ,Chesterfield Township Police Department,BURLINGTON
2567,0,0,2017,homicide,NJ0030800,NJ,Cinnaminson Township Police Department,BURLINGTON
2568,0,0,2017,homicide,NJ0030900,NJ,Delanco Township Police Department,BURLINGTON
2569,0,0,2017,homicide,NJ0031000,NJ,Delran Township Police Department,BURLINGTON
2570,0,0,2017,homicide,NJ0031100,NJ,Eastampton Township Police Department,BURLINGTON
2571,0,0,2017,homicide,NJ0031200,NJ,Edgewater Park Township Police Department,BURLINGTON
2572,0,0,2017,homicide,NJ0031300,NJ,Evesham Township Police Department,BURLINGTON
2573,0,0,2017,homicide,NJ0031500,NJ,Florence Township Police Department,BURLINGTON
2574,3,1,2017,homicide,NJ0031700,NJ,Willingboro Township Police Department,BURLINGTON
2575,0,0,2017,homicide,NJ0031800,NJ,Lumberton Township Police Department,BURLINGTON
2576,0,0,2017,homicide,NJ0031900,NJ,"Mansfield Township, Burlington County Police Department",BURLINGTON
2577,3,0,2017,homicide,NJ0032000,NJ,Maple Shade Township Police Department,BURLINGTON
2578,0,0,2017,homicide,NJ0032100,NJ,Medford Township Police Department,BURLINGTON
2579,0,0,2017,homicide,NJ0032200,NJ,Medford Lakes Police Department,BURLINGTON
2580,0,0,2017,homicide,NJ0211500,NJ,Lopatcong Township Police Department,WARREN
2581,0,0,2017,homicide,NJ0211600,NJ,"Mansfield Township, Warren County Police Department",WARREN
2582,0,0,2017,homicide,NJ0211700,NJ,Oxford Township Police Department,WARREN
2583,0,0,2017,homicide,NJ0211900,NJ,Phillipsburg Police Department,WARREN
2584,0,0,2017,homicide,NJ0212000,NJ,Pohatcong Township Police Department,WARREN
2585,0,0,2017,homicide,NJ0212100,NJ,Washington Police Department,WARREN
2586,0,0,2017,homicide,NJ0212200,NJ,"Washington Township, Warren County Police Department",WARREN
2587,1,1,2017,homicide,NJ021SP00,NJ,State Police: Warren County,WARREN
2588,77,12,2017,homicide,NJNPD0000,NJ,Newark Police Department,ESSEX
2589,0,0,2017,homicide,NJNPIPP00,NJ,Palisades Interstate Parkway,BERGEN
2590,0,0,2017,homicide,NJNYPOA00,NJ,Port Authority of New York and New Jersey,N/A
2591,0,0,2017,homicide,NJ0010000,NJ,Atlantic County Sheriff's Office,ATLANTIC
2592,1,0,2017,homicide,NJ0010100,NJ,Absecon Police Department,ATLANTIC
2593,13,4,2017,homicide,NJ0010200,NJ,Atlantic City Police Department,ATLANTIC
2594,0,0,2017,homicide,NJ0010300,NJ,Brigantine Police Department,ATLANTIC
2595,2,0,2017,homicide,NJ0010400,NJ,Buena Police Department,ATLANTIC
2596,0,0,2017,homicide,NJ0010700,NJ,Egg Harbor City Police Department,ATLANTIC
2597,1,1,2017,homicide,NJ0010800,NJ,Egg Harbor Township Police Department,ATLANTIC
2598,0,0,2017,homicide,NJ0011100,NJ,Galloway Township Police Department,ATLANTIC
2599,2,1,2017,homicide,NJ0011200,NJ,"Hamilton Township, Atlantic County Police Department",ATLANTIC
2600,0,0,2017,homicide,NJ0161000,NJ,Prospect Park Police Department,PASSAIC
2601,1,1,2017,homicide,NJ0161100,NJ,Ringwood Police Department,PASSAIC
2602,0,0,2017,homicide,NJ0161200,NJ,Totowa Police Department,PASSAIC
2603,0,0,2017,homicide,NJ0161300,NJ,Wanaque Police Department,PASSAIC
2604,1,1,2017,homicide,NJ0161400,NJ,Wayne Township Police Department,PASSAIC
2605,0,0,2017,homicide,NJ0161500,NJ,West Milford Township Police Department,PASSAIC
2606,0,0,2017,homicide,NJ0161600,NJ,Woodland Park Police Department,PASSAIC
2607,0,0,2017,homicide,NJ0161700,NJ,William Paterson University,PASSAIC
2608,0,0,2017,homicide,NJ016SP00,NJ,State Police: Passaic County,PASSAIC
2609,0,0,2017,homicide,NJ0170000,NJ,Salem County Sheriff's Office,SALEM
2610,0,0,2017,homicide,NJ0170200,NJ,Elmer Police Department,SALEM
2611,0,0,2017,homicide,NJ0170300,NJ,Elsinboro Township Police Department,SALEM
2612,0,0,2017,homicide,NJ0170400,NJ,Lower Alloways Creek Township Police Department,SALEM
2613,1,1,2017,homicide,NJ0170500,NJ,Pennsville Township Police Department,SALEM
2614,1,0,2017,homicide,NJ0170800,NJ,Penns Grove Police Department,SALEM
2615,1,1,2017,homicide,NJ0171200,NJ,Salem Police Department,SALEM
2616,0,0,2017,homicide,NJ0171300,NJ,Carney's Point Township Police Department,SALEM
2617,0,0,2017,homicide,NJ0171500,NJ,Woodstown Police Department,SALEM
2618,0,0,2017,homicide,NJ017SP00,NJ,State Police: Salem County,SALEM
2619,0,0,2017,homicide,NJ0180000,NJ,Somerset County Sheriff's Office,SOMERSET
2620,0,0,2017,homicide,NJ0142100,NJ,Montville Township Police Department,MORRIS
2621,0,0,2017,homicide,NJ0142200,NJ,Morris Township Police Department,MORRIS
2622,1,0,2017,homicide,NJ0142300,NJ,Morris Plains Police Department,MORRIS
2623,0,0,2017,homicide,NJ0142400,NJ,Morristown Police Department,MORRIS
2624,0,0,2017,homicide,NJ0142500,NJ,Mountain Lakes Police Department,MORRIS
2625,0,0,2017,homicide,NJ0142600,NJ,Mount Arlington Police Department,MORRIS
2626,0,0,2017,homicide,NJ0142700,NJ,Mount Olive Township Police Department,MORRIS
2627,0,0,2017,homicide,NJ0142800,NJ,Netcong Police Department,MORRIS
2628,0,0,2017,homicide,NJ0142900,NJ,Parsippany-Troy Hills Township Police Department,MORRIS
2629,0,0,2017,homicide,NJ0143000,NJ,Long Hill Township Police Department,MORRIS
2630,0,0,2017,homicide,NJ0143100,NJ,Pequannock Township Police Department,MORRIS
2631,0,0,2017,homicide,NJ0143200,NJ,Randolph Township Police Department,MORRIS
2632,0,0,2017,homicide,NJ0143300,NJ,Riverdale Police Department,MORRIS
2633,0,0,2017,homicide,NJ0143400,NJ,Rockaway Police Department,MORRIS
2634,1,1,2017,homicide,NJ0143500,NJ,Rockaway Township Police Department,MORRIS
2635,0,0,2017,homicide,NJ0143600,NJ,Roxbury Township Police Department,MORRIS
2636,0,0,2017,homicide,NJ0143800,NJ,"Washington Township, Morris County Police Department",MORRIS
2637,0,0,2017,homicide,NJ0143900,NJ,Wharton Police Department,MORRIS
2638,0,0,2017,homicide,NJ0149100,NJ,Park Police: Morris County,MORRIS
2639,0,0,2017,homicide,NJ014SP00,NJ,State Police: Morris County,MORRIS
2640,0,0,2017,homicide,NJ0132900,NJ,Matawan Police Department,MONMOUTH
2641,0,0,2017,homicide,NJ0133000,NJ,Aberdeen Township Police Department,MONMOUTH
2642,0,0,2017,homicide,NJ0133100,NJ,Middletown Township Police Department,MONMOUTH
2643,0,0,2017,homicide,NJ0133300,NJ,Monmouth Beach Police Department,MONMOUTH
2644,3,1,2017,homicide,NJ0133400,NJ,Neptune Township Police Department,MONMOUTH
2645,0,1,2017,homicide,NJ0133500,NJ,Neptune City Police Department,MONMOUTH
2646,0,0,2017,homicide,NJ0133600,NJ,Tinton Falls Police Department,MONMOUTH
2647,1,1,2017,homicide,NJ0133700,NJ,"Ocean Township, Monmouth County Police Department",MONMOUTH
2648,0,0,2017,homicide,NJ0133800,NJ,Oceanport Police Department,MONMOUTH
2649,0,0,2017,homicide,NJ0133900,NJ,Hazlet Township Police Department,MONMOUTH
2650,0,0,2017,homicide,NJ0134000,NJ,Red Bank Police Department,MONMOUTH
2651,0,0,2017,homicide,NJ0134200,NJ,Rumson Police Department,MONMOUTH
2652,0,0,2017,homicide,NJ0134300,NJ,Sea Bright Police Department,MONMOUTH
2653,0,0,2017,homicide,NJ0134400,NJ,Sea Girt Police Department,MONMOUTH
2654,0,0,2017,homicide,NJ0134500,NJ,Shrewsbury Police Department,MONMOUTH
2655,0,0,2017,homicide,NJ0134700,NJ,Lake Como Police Department,MONMOUTH
2656,0,0,2017,homicide,NJ0134800,NJ,Spring Lake Police Department,MONMOUTH
2657,0,0,2017,homicide,NJ0134900,NJ,Spring Lake Heights Police Department,MONMOUTH
2658,0,0,2017,homicide,NJ0135000,NJ,Union Beach Police Department,MONMOUTH
2659,0,0,2017,homicide,NJ0135200,NJ,Wall Township Police Department,MONMOUTH
2660,0,0,2017,homicide,NJ0130600,NJ,Avon-by-the-Sea Police Department,MONMOUTH
2661,0,0,2017,homicide,NJ0130700,NJ,Belmar Police Department,MONMOUTH
2662,0,0,2017,homicide,NJ0130800,NJ,Bradley Beach Police Department,MONMOUTH
2663,0,0,2017,homicide,NJ0130900,NJ,Brielle Police Department,MONMOUTH
2664,0,0,2017,homicide,NJ0131000,NJ,Deal Police Department,MONMOUTH
2665,0,0,2017,homicide,NJ0131100,NJ,Eatontown Police Department,MONMOUTH
2666,0,0,2017,homicide,NJ0131200,NJ,Englishtown Police Department,MONMOUTH
2667,0,0,2017,homicide,NJ0131300,NJ,Fair Haven Police Department,MONMOUTH
2668,0,0,2017,homicide,NJ0131500,NJ,Freehold Police Department,MONMOUTH
2669,0,0,2017,homicide,NJ0131600,NJ,Freehold Township Police Department,MONMOUTH
2670,0,0,2017,homicide,NJ0131700,NJ,Highlands Police Department,MONMOUTH
2671,1,1,2017,homicide,NJ0131800,NJ,Holmdel Township Police Department,MONMOUTH
2672,0,0,2017,homicide,NJ0131900,NJ,Howell Township Police Department,MONMOUTH
2673,0,0,2017,homicide,NJ0132000,NJ,Interlaken Police Department,MONMOUTH
2674,1,1,2017,homicide,NJ0132100,NJ,Keansburg Police Department,MONMOUTH
2675,0,0,2017,homicide,NJ0132200,NJ,Keyport Police Department,MONMOUTH
2676,0,0,2017,homicide,NJ0132300,NJ,Little Silver Police Department,MONMOUTH
2677,0,0,2017,homicide,NJ0132400,NJ,Loch Arbour Police Department,MONMOUTH
2678,5,5,2017,homicide,NJ0132500,NJ,Long Branch Police Department,MONMOUTH
2679,0,0,2017,homicide,NJ0132600,NJ,Manalapan Township Police Department,MONMOUTH
2680,2,1,2017,homicide,NJ0130300,NJ,Asbury Park Police Department,MONMOUTH
2681,0,0,2017,homicide,NJ0130400,NJ,Colts Neck Township Police Department,MONMOUTH
2682,0,0,2017,homicide,NJ0130500,NJ,Atlantic Highlands Police Department,MONMOUTH
2683,0,0,2017,homicide,NJ0130600,NJ,Avon-by-the-Sea Police Department,MONMOUTH
2684,0,0,2017,homicide,NJ0130700,NJ,Belmar Police Department,MONMOUTH
2685,0,0,2017,homicide,NJ0130800,NJ,Bradley Beach Police Department,MONMOUTH
2686,0,0,2017,homicide,NJ0130900,NJ,Brielle Police Department,MONMOUTH
2687,0,0,2017,homicide,NJ0131000,NJ,Deal Police Department,MONMOUTH
2688,0,0,2017,homicide,NJ0131100,NJ,Eatontown Police Department,MONMOUTH
2689,0,0,2017,homicide,NJ0131200,NJ,Englishtown Police Department,MONMOUTH
2690,0,0,2017,homicide,NJ0131300,NJ,Fair Haven Police Department,MONMOUTH
2691,0,0,2017,homicide,NJ0131500,NJ,Freehold Police Department,MONMOUTH
2692,0,0,2017,homicide,NJ0131600,NJ,Freehold Township Police Department,MONMOUTH
2693,0,0,2017,homicide,NJ0131700,NJ,Highlands Police Department,MONMOUTH
2694,1,1,2017,homicide,NJ0131800,NJ,Holmdel Township Police Department,MONMOUTH
2695,0,0,2017,homicide,NJ0131900,NJ,Howell Township Police Department,MONMOUTH
2696,0,0,2017,homicide,NJ0132000,NJ,Interlaken Police Department,MONMOUTH
2697,1,1,2017,homicide,NJ0132100,NJ,Keansburg Police Department,MONMOUTH
2698,0,0,2017,homicide,NJ0132200,NJ,Keyport Police Department,MONMOUTH
2699,0,0,2017,homicide,NJ0132300,NJ,Little Silver Police Department,MONMOUTH
2700,1,1,2017,rape,NJ0133000,NJ,Aberdeen Township Police Department,MONMOUTH
2701,0,0,2017,rape-legacy,NJ0133000,NJ,Aberdeen Township Police Department,MONMOUTH
2702,3,1,2017,rape,NJ0133100,NJ,Middletown Township Police Department,MONMOUTH
2703,0,0,2017,rape-legacy,NJ0133100,NJ,Middletown Township Police Department,MONMOUTH
2704,0,0,2017,rape,NJ0133300,NJ,Monmouth Beach Police Department,MONMOUTH
2705,0,0,2017,rape-legacy,NJ0133300,NJ,Monmouth Beach Police Department,MONMOUTH
2706,5,1,2017,rape,NJ0133400,NJ,Neptune Township Police Department,MONMOUTH
2707,0,0,2017,rape-legacy,NJ0133400,NJ,Neptune Township Police Department,MONMOUTH
2708,1,1,2017,rape,NJ0133500,NJ,Neptune City Police Department,MONMOUTH
2709,0,0,2017,rape-legacy,NJ0133500,NJ,Neptune City Police Department,MONMOUTH
2710,0,0,2017,rape,NJ0133600,NJ,Tinton Falls Police Department,MONMOUTH
2711,0,0,2017,rape-legacy,NJ0133600,NJ,Tinton Falls Police Department,MONMOUTH
2712,3,2,2017,rape,NJ0133700,NJ,"Ocean Township, Monmouth County Police Department",MONMOUTH
2713,0,0,2017,rape-legacy,NJ0133700,NJ,"Ocean Township, Monmouth County Police Department",MONMOUTH
2714,2,0,2017,rape,NJ0133800,NJ,Oceanport Police Department,MONMOUTH
2715,0,0,2017,rape-legacy,NJ0133800,NJ,Oceanport Police Department,MONMOUTH
2716,3,3,2017,rape,NJ0133900,NJ,Hazlet Township Police Department,MONMOUTH
2717,0,0,2017,rape-legacy,NJ0133900,NJ,Hazlet Township Police Department,MONMOUTH
2718,5,1,2017,rape,NJ0134000,NJ,Red Bank Police Department,MONMOUTH
2719,0,0,2017,rape-legacy,NJ0134000,NJ,Red Bank Police Department,MONMOUTH
2720,0,1,2017,rape,NJ0135200,NJ,Wall Township Police Department,MONMOUTH
2721,0,0,2017,rape-legacy,NJ0135200,NJ,Wall Township Police Department,MONMOUTH
2722,2,2,2017,rape,NJ0135300,NJ,West Long Branch Police Department,MONMOUTH
2723,0,0,2017,rape-legacy,NJ0135300,NJ,West Long Branch Police Department,MONMOUTH
2724,3,0,2017,rape,NJ013559E,NJ,Monmouth University,MONMOUTH
2725,0,0,2017,rape-legacy,NJ013559E,NJ,Monmouth University,MONMOUTH
2726,1,0,2017,rape,NJ0135600,NJ,Brookdale Community College,MONMOUTH
2727,0,0,2017,rape-legacy,NJ0135600,NJ,Brookdale Community College,MONMOUTH
2728,2,0,2017,rape,NJ013SP00,NJ,State Police: Monmouth County,MONMOUTH
2729,0,0,2017,rape-legacy,NJ013SP00,NJ,State Police: Monmouth County,MONMOUTH
2730,1,1,2017,rape,NJ0140100,NJ,Boonton Police Department,MORRIS
2731,0,0,2017,rape-legacy,NJ0140100,NJ,Boonton Police Department,MORRIS
2732,1,0,2017,rape,NJ0140200,NJ,Boonton Township Police Department,MORRIS
2733,0,0,2017,rape-legacy,NJ0140200,NJ,Boonton Township Police Department,MORRIS
2734,1,0,2017,rape,NJ0140300,NJ,Butler Police Department,MORRIS
2735,0,0,2017,rape-legacy,NJ0140300,NJ,Butler Police Department,MORRIS
2736,0,0,2017,rape,NJ0140400,NJ,Chatham Police Department,MORRIS
2737,0,0,2017,rape-legacy,NJ0140400,NJ,Chatham Police Department,MORRIS
2738,0,0,2017,rape,NJ0140500,NJ,Chatham Township Police Department,MORRIS
2739,0,0,2017,rape-legacy,NJ0140500,NJ,Chatham Township Police Department,MORRIS
2740,0,0,2017,rape,NJ0142500,NJ,Mountain Lakes Police Department,MORRIS
2741,0,0,2017,rape-legacy,NJ0142500,NJ,Mountain Lakes Police Department,MORRIS
2742,0,0,2017,rape,NJ0142600,NJ,Mount Arlington Police Department,MORRIS
2743,0,0,2017,rape-legacy,NJ0142600,NJ,Mount Arlington Police Department,MORRIS
2744,3,1,2017,rape,NJ0142700,NJ,Mount Olive Township Police Department,MORRIS
2745,0,0,2017,rape-legacy,NJ0142700,NJ,Mount Olive Township Police Department,MORRIS
2746,0,0,2017,rape,NJ0142800,NJ,Netcong Police Department,MORRIS
2747,0,0,2017,rape-legacy,NJ0142800,NJ,Netcong Police Department,MORRIS
2748,7,1,2017,rape,NJ0142900,NJ,Parsippany-Troy Hills Township Police Department,MORRIS
2749,0,0,2017,rape-legacy,NJ0142900,NJ,Parsippany-Troy Hills Township Police Department,MORRIS
2750,0,0,2017,rape,NJ0143000,NJ,Long Hill Township Police Department,MORRIS
2751,0,0,2017,rape-legacy,NJ0143000,NJ,Long Hill Township Police Department,MORRIS
2752,0,0,2017,rape,NJ0143100,NJ,Pequannock Township Police Department,MORRIS
2753,0,0,2017,rape-legacy,NJ0143100,NJ,Pequannock Township Police Department,MORRIS
2754,0,0,2017,rape,NJ0143200,NJ,Randolph Township Police Department,MORRIS
2755,0,0,2017,rape-legacy,NJ0143200,NJ,Randolph Township Police Department,MORRIS
2756,0,0,2017,rape,NJ0143300,NJ,Riverdale Police Department,MORRIS
2757,0,0,2017,rape-legacy,NJ0143300,NJ,Riverdale Police Department,MORRIS
2758,0,0,2017,rape,NJ0143400,NJ,Rockaway Police Department,MORRIS
2759,0,0,2017,rape-legacy,NJ0143400,NJ,Rockaway Police Department,MORRIS
2760,0,0,2017,rape,NJ0021000,NJ,Dumont Police Department,BERGEN
2761,0,0,2017,rape-legacy,NJ0021000,NJ,Dumont Police Department,BERGEN
2762,0,0,2017,rape,NJ0021100,NJ,Elmwood Park Police Department,BERGEN
2763,0,0,2017,rape-legacy,NJ0021100,NJ,Elmwood Park Police Department,BERGEN
2764,0,0,2017,rape,NJ0021200,NJ,East Rutherford Police Department,BERGEN
2765,0,0,2017,rape-legacy,NJ0021200,NJ,East Rutherford Police Department,BERGEN
2766,0,0,2017,rape,NJ0021300,NJ,Edgewater Police Department,BERGEN
2767,0,0,2017,rape-legacy,NJ0021300,NJ,Edgewater Police Department,BERGEN
2768,0,0,2017,rape,NJ0021400,NJ,Emerson Police Department,BERGEN
2769,0,0,2017,rape-legacy,NJ0021400,NJ,Emerson Police Department,BERGEN
2770,5,2,2017,rape,NJ0021500,NJ,Englewood Police Department,BERGEN
2771,0,0,2017,rape-legacy,NJ0021500,NJ,Englewood Police Department,BERGEN
2772,0,0,2017,rape,NJ0021600,NJ,Englewood Cliffs Police Department,BERGEN
2773,0,0,2017,rape-legacy,NJ0021600,NJ,Englewood Cliffs Police Department,BERGEN
2774,4,2,2017,rape,NJ0021700,NJ,Fair Lawn Police Department,BERGEN
2775,0,0,2017,rape-legacy,NJ0021700,NJ,Fair Lawn Police Department,BERGEN
2776,1,1,2017,rape,NJ0021800,NJ,Fairview Police Department,BERGEN
2777,0,0,2017,rape-legacy,NJ0021800,NJ,Fairview Police Department,BERGEN
2778,3,1,2017,rape,NJ0021900,NJ,Fort Lee Police Department,BERGEN
2779,0,0,2017,rape-legacy,NJ0021900,NJ,Fort Lee Police Department,BERGEN
2780,0,0,2017,rape,NJ0022000,NJ,Franklin Lakes Police Department,BERGEN
2781,0,0,2017,rape-legacy,NJ0022000,NJ,Franklin Lakes Police Department,BERGEN
2782,5,3,2017,rape,NJ0022100,NJ,Garfield Police Department,BERGEN
2783,0,0,2017,rape-legacy,NJ0022100,NJ,Garfield Police Department,BERGEN
2784,1,0,2017,rape,NJ0022200,NJ,Glen Rock Police Department,BERGEN
2785,0,0,2017,rape-legacy,NJ0022200,NJ,Glen Rock Police Department,BERGEN
2786,8,3,2017,rape,NJ0022300,NJ,Hackensack Police Department,BERGEN
2787,0,0,2017,rape-legacy,NJ0022300,NJ,Hackensack Police Department,BERGEN
2788,1,1,2017,rape,NJ0022400,NJ,Harrington Park Police Department,BERGEN
2789,0,0,2017,rape-legacy,NJ0022400,NJ,Harrington Park Police Department,BERGEN
2790,0,0,2017,rape,NJ0022500,NJ,Hasbrouck Heights Police Department,BERGEN
2791,0,0,2017,rape-legacy,NJ0022500,NJ,Hasbrouck Heights Police Department,BERGEN
2792,0,0,2017,rape,NJ0022600,NJ,Haworth Police Department,BERGEN
2793,0,0,2017,rape-legacy,NJ0022600,NJ,Haworth Police Department,BERGEN
2794,0,0,2017,rape,NJ0022700,NJ,Hillsdale Police Department,BERGEN
2795,0,0,2017,rape-legacy,NJ0022700,NJ,Hillsdale Police Department,BERGEN
2796,0,0,2017,rape,NJ0022800,NJ,Ho-Ho-Kus Police Department,BERGEN
2797,0,0,2017,rape-legacy,NJ0022800,NJ,Ho-Ho-Kus Police Department,BERGEN
2798,0,0,2017,rape,NJ0022900,NJ,Leonia Police Department,BERGEN
2799,0,0,2017,rape-legacy,NJ0022900,NJ,Leonia Police Department,BERGEN
2800,2,1,2017,rape,NJ0030800,NJ,Cinnaminson Township Police Department,BURLINGTON
2801,0,0,2017,rape-legacy,NJ0030800,NJ,Cinnaminson Township Police Department,BURLINGTON
2802,2,0,2017,rape,NJ0030900,NJ,Delanco Township Police Department,BURLINGTON
2803,0,0,2017,rape-legacy,NJ0030900,NJ,Delanco Township Police Department,BURLINGTON
2804,2,1,2017,rape,NJ0031000,NJ,Delran Township Police Department,BURLINGTON
2805,0,0,2017,rape-legacy,NJ0031000,NJ,Delran Township Police Department,BURLINGTON
2806,2,0,2017,rape,NJ0031100,NJ,Eastampton Township Police Department,BURLINGTON
2807,0,0,2017,rape-legacy,NJ0031100,NJ,Eastampton Township Police Department,BURLINGTON
2808,3,2,2017,rape,NJ0031200,NJ,Edgewater Park Township Police Department,BURLINGTON
2809,0,0,2017,rape-legacy,NJ0031200,NJ,Edgewater Park Township Police Department,BURLINGTON
2810,4,3,2017,rape,NJ0031300,NJ,Evesham Township Police Department,BURLINGTON
2811,0,0,2017,rape-legacy,NJ0031300,NJ,Evesham Township Police Department,BURLINGTON
2812,2,0,2017,rape,NJ0031500,NJ,Florence Township Police Department,BURLINGTON
2813,0,0,2017,rape-legacy,NJ0031500,NJ,Florence Township Police Department,BURLINGTON
2814,10,0,2017,rape,NJ0031700,NJ,Willingboro Township Police Department,BURLINGTON
2815,0,0,2017,rape-legacy,NJ0031700,NJ,Willingboro Township Police Department,BURLINGTON
2816,3,0,2017,rape,NJ0031800,NJ,Lumberton Township Police Department,BURLINGTON
2817,0,0,2017,rape-legacy,NJ0031800,NJ,Lumberton Township Police Department,BURLINGTON
2818,1,0,2017,rape,NJ0031900,NJ,"Mansfield Township, Burlington County Police Department",BURLINGTON
2819,0,0,2017,rape-legacy,NJ0031900,NJ,"Mansfield Township, Burlington County Police Department",BURLINGTON
2820,0,0,2017,rape,NJ0050300,NJ,Cape May Point Police Department,CAPE MAY
2821,0,0,2017,rape-legacy,NJ0050300,NJ,Cape May Point Police Department,CAPE MAY
2822,2,0,2017,rape,NJ0050500,NJ,Lower Township Police Department,CAPE MAY
2823,0,0,2017,rape-legacy,NJ0050500,NJ,Lower Township Police Department,CAPE MAY
2824,4,0,2017,rape,NJ0050600,NJ,Middle Township Police Department,CAPE MAY
2825,0,0,2017,rape-legacy,NJ0050600,NJ,Middle Township Police Department,CAPE MAY
2826,0,0,2017,rape,NJ0050700,NJ,North Wildwood Police Department,CAPE MAY
2827,0,0,2017,rape-legacy,NJ0050700,NJ,North Wildwood Police Department,CAPE MAY
2828,3,2,2017,rape,NJ0050800,NJ,Ocean City Police Department,CAPE MAY
2829,0,0,2017,rape-legacy,NJ0050800,NJ,Ocean City Police Department,CAPE MAY
2830,0,0,2017,rape,NJ0050900,NJ,Sea Isle City Police Department,CAPE MAY
2831,0,0,2017,rape-legacy,NJ0050900,NJ,Sea Isle City Police Department,CAPE MAY
2832,0,0,2017,rape,NJ0051000,NJ,Stone Harbor Police Department,CAPE MAY
2833,0,0,2017,rape-legacy,NJ0051000,NJ,Stone Harbor Police Department,CAPE MAY
2834,0,0,2017,rape,NJ0051200,NJ,West Cape May Police Department,CAPE MAY
2835,0,0,2017,rape-legacy,NJ0051200,NJ,West Cape May Police Department,CAPE MAY
2836,0,0,2017,rape,NJ0051300,NJ,West Wildwood Police Department,CAPE MAY
2837,0,0,2017,rape-legacy,NJ0051300,NJ,West Wildwood Police Department,CAPE MAY
2838,1,1,2017,rape,NJ0051400,NJ,Wildwood Police Department,CAPE MAY
2839,0,0,2017,rape-legacy,NJ0051400,NJ,Wildwood Police Department,CAPE MAY
2840,9,3,2017,rape,NJ0090800,NJ,North Bergen Township Police Department,HUDSON
2841,0,0,2017,rape-legacy,NJ0090800,NJ,North Bergen Township Police Department,HUDSON
2842,2,0,2017,rape,NJ0090900,NJ,Secaucus Police Department,HUDSON
2843,0,0,2017,rape-legacy,NJ0090900,NJ,Secaucus Police Department,HUDSON
2844,1,0,2017,rape,NJ0091000,NJ,Union City Police Department,HUDSON
2845,0,0,2017,rape-legacy,NJ0091000,NJ,Union City Police Department,HUDSON
2846,1,0,2017,rape,NJ0091100,NJ,Weehawken Township Police Department,HUDSON
2847,0,0,2017,rape-legacy,NJ0091100,NJ,Weehawken Township Police Department,HUDSON
2848,8,5,2017,rape,NJ0091200,NJ,West New York Police Department,HUDSON
2849,0,0,2017,rape-legacy,NJ0091200,NJ,West New York Police Department,HUDSON
2850,0,0,2017,rape,NJ009149E,NJ,Stevens Institute of Technology,HUDSON
2851,0,0,2017,rape-legacy,NJ009149E,NJ,Stevens Institute of Technology,HUDSON
2852,0,0,2017,rape,NJ009SP00,NJ,State Police: Hudson County,HUDSON
2853,0,0,2017,rape-legacy,NJ009SP00,NJ,State Police: Hudson County,HUDSON
2854,0,0,2017,rape,NJ0100400,NJ,Califon Police Department,HUNTERDON
2855,0,0,2017,rape-legacy,NJ0100400,NJ,Califon Police Department,HUNTERDON
2856,1,1,2017,rape,NJ0100500,NJ,Clinton Police Department,HUNTERDON
2857,0,0,2017,rape-legacy,NJ0100500,NJ,Clinton Police Department,HUNTERDON
2858,0,0,2017,rape,NJ0100600,NJ,Clinton Township Police Department,HUNTERDON
2859,0,0,2017,rape-legacy,NJ0100600,NJ,Clinton Township Police Department,HUNTERDON
2860,0,0,2017,rape,NJ0132200,NJ,Keyport Police Department,MONMOUTH
2861,0,0,2017,rape-legacy,NJ0132200,NJ,Keyport Police Department,MONMOUTH
2862,0,0,2017,rape,NJ0132300,NJ,Little Silver Police Department,MONMOUTH
2863,0,0,2017,rape-legacy,NJ0132300,NJ,Little Silver Police Department,MONMOUTH
2864,0,0,2017,rape,NJ0132400,NJ,Loch Arbour Police Department,MONMOUTH
2865,0,0,2017,rape-legacy,NJ0132400,NJ,Loch Arbour Police Department,MONMOUTH
2866,7,4,2017,rape,NJ0132500,NJ,Long Branch Police Department,MONMOUTH
2867,0,0,2017,rape-legacy,NJ0132500,NJ,Long Branch Police Department,MONMOUTH
